id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
648444696107799288,https://www.airbnb.com/rooms/648444696107799288,20250930030739,2025-09-30,city scrape,"Apartamento planta baja con piscina comunitaria,","Relax with the whole family at this peaceful place to stay, 100 meters from Calan Bosch beach and 700 meters from Cala Xoringuer beach, both with crystal clear waters. The community area has a large saltwater pool and a special area for children with a large garden area.<br />Living-dining room with air conditioning, kitchen, two bedrooms with ceiling fans, bathroom, interior patio with washing machine, porch directly to the garden with furniture.","The Calan Bosch lake development is ideal for enjoying your vacation. It has a wide variety of restaurants, shops, a doctor, pharmacy, car and boat rental, a water park, a nightlife area, and two beaches with turquoise and crystal clear waters: Calan Bosch and Son Xoringuer.",https://a0.muscache.com/pictures/miso/Hosting-648444696107799288/original/cc80d9f2-2dc2-49ca-a759-9504d85b9d71.jpeg,43654922,https://www.airbnb.com/users/show/43654922,Claudia,2015-09-08,,,,,100%,f,https://z0.muscache.cn/defaults/user_pic-50x50.png?v=3,https://z0.muscache.cn/defaults/user_pic-225x225.png?v=3,,1,1,"['email', 'phone']",f,t,"Ciutadella de Menorca, Illes Balears, Spain",Ciutadella de Menorca,,39.928,3.8357,Entire condo,Entire home/apt,6,1.5,1.5 baths,2.0,4.0,"[""Outdoor furniture"", ""Kitchen"", ""Outdoor dining area"", ""Washer"", ""Refrigerator"", ""TV"", ""Shared pool"", ""Patio or balcony"", ""Air conditioning"", ""Hammock"", ""Coffee maker""]",$133.00,3,730,3.0,3.0,730.0,730.0,3.0,730.0,,t,25,55,85,277,2025-09-30,7,0,0,88,2,0,0.0,2022-08-03,2024-08-03,4.71,4.71,4.71,4.57,4.86,5.0,4.86,ET3397ME,f,1,1,0,0,0.18
1480530175689638393,https://www.airbnb.com/rooms/1480530175689638393,20250930030739,2025-09-30,city scrape,Modern renovated country house near Binidali beach,"""Son Martorell"" is a rustic estate, very well located and with total privacy. The house, from 1886, has been renovated by IDEARCH Studio, respecting traditional Menorcan architecture and updating it for modern comfort. A unique experience in the Menorcan countryside, 5 min from south coast beaches and the airport. Ideal for families and friends, for holidays or remote work.","The property is very close to San Clemente, a small town that has restaurants, supermarkets, ATMs, a pharmacy, playgrounds, etc.",https://a0.muscache.com/pictures/prohost-api/Hosting-1480530175689638393/original/c9c84efa-4b12-44d3-acd5-a7d927062496.jpeg,2870531,https://www.airbnb.com/users/show/2870531,Virginia,2012-07-08,"Balearic Islands, Spain","Casada con un alemán. Juntos creamos  nuestro propio empresa, brindando calidad  a quienes quieren explorar la isla. Somos fans de los viajes y el arte: él captura momentos con su cámara, yo los pinto. Encontrando la felicidad en cada rincón. Nos encanta tomar sol, las playas  y disfrutar de la rica gastronomía local. Nuestra vida es una mezcla de risas, creatividad y puro amor por Menorca. ¡Bienvenidos a nuestra aventura algo loca!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-2870531/original/2fadf056-c6c6-4ba5-bec8-34dcb93183aa.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-2870531/original/2fadf056-c6c6-4ba5-bec8-34dcb93183aa.jpeg?aki_policy=profile_x_medium,,13,20,"['email', 'phone']",t,t,"Illes Balears, Spain",Mahón,,39.86094934582444,4.202868570131054,Entire home,Entire home/apt,6,4.5,4.5 baths,5.0,8.0,"[""Dedicated workspace"", ""Portable fans"", ""Pool"", ""Bed linens"", ""Host greets you"", ""Hot water kettle"", ""Dishwasher"", ""Drying rack for clothing"", ""Coffee maker"", ""Sun loungers"", ""Outdoor furniture"", ""Outdoor dining area"", ""Baby bath - available upon request"", ""First aid kit"", ""Patio or balcony"", ""Toaster"", ""Microwave"", ""Outdoor shower"", ""Cooking basics"", ""Pool view"", ""Wifi"", ""Kitchen"", ""Crib - available upon request"", ""Refrigerator"", ""Extra pillows and blankets"", ""Hair dryer"", ""Stove"", ""Hot water"", ""Clothing storage: closet"", ""Freezer"", ""Private entrance"", ""Hangers"", ""Oven"", ""Dishes and silverware"", ""Essentials"", ""Bathtub"", ""Wine glasses"", ""Free parking on premises"", ""Dining table"", ""55 inch HDTV"", ""Free washer""]",$460.00,1,365,1.0,31.0,999.0,999.0,24.9,999.0,,t,29,31,31,31,2025-09-30,0,0,0,31,0,0,0.0,,,,,,,,,,48/1984,t,13,13,0,0,
2464920,https://www.airbnb.com/rooms/2464920,20250930030739,2025-09-30,previous scrape,SON BOU GARDENS PALM,"Nice 3 bedroom apartment and a full bathroom located just a 5 minute walk to the beautiful and extensive beach of Son Bou. Very sunny, with large landscaped areas in front and behind the property. The apartment is cornered so it has no neighbors on the left side. Located on the second floor with terrace in front and behind the apartment. The complex pool is a 3-minute walk away.",,https://a0.muscache.com/pictures/32661279/dd9f3402_original.jpg,12604465,https://www.airbnb.com/users/show/12604465,Catalina,2014-02-26,"Balearic Islands, Spain","Me gusta viajar, conocer nuevas culturas y me encanta mi isla!",within an hour,100%,97%,t,https://a0.muscache.com/im/users/12604465/profile_pic/1393921732/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/12604465/profile_pic/1393921732/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Alaior,,39.90482,4.07014,Entire rental unit,Entire home/apt,5,,1 bath,3.0,,"[""Washer"", ""Shared backyard"", ""Bed linens"", ""Iron"", ""Drying rack for clothing"", ""Coffee maker"", ""Self check-in"", ""Pack \u2019n play/Travel crib"", ""Outdoor furniture"", ""Patio or balcony"", ""Toaster"", ""Microwave"", ""Fire extinguisher"", ""High chair"", ""Cooking basics"", ""Beach access"", ""Kitchen"", ""Refrigerator"", ""TV"", ""Extra pillows and blankets"", ""Hair dryer"", ""Clothing storage: wardrobe"", ""Stove"", ""Hot water"", ""Room-darkening shades"", ""Freezer"", ""Private entrance"", ""Hangers"", ""Oven"", ""Free street parking"", ""Dishes and silverware"", ""Lockbox"", ""Dining table"", ""Ceiling fan""]",,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,,t,0,0,0,0,2025-09-30,62,6,1,0,6,60,,2014-07-20,2025-09-18,4.5,4.6,4.48,4.65,4.71,4.79,4.42,373/1985,f,1,1,0,0,0.45
1363188102525827474,https://www.airbnb.com/rooms/1363188102525827474,20250930030739,2025-09-30,city scrape,Kasa K - Slow life in Binibeca,"Kasa K welcomes you for an idyllic vacation in close proximity to the fishing village, paradisiacal beaches and all amenities. At your disposal, you will find bed linen, bath and pool towels, a smart TV and WiFi. The 3 bedrooms have AC.<br />The pool will allow you to relax on the beds around the Mediterranean vegetation not overlooked. Outdoor furniture has been changed.<br />Weber BBQ grill available.",Quiet neighborhood,https://a0.muscache.com/pictures/miso/Hosting-1363188102525827474/original/438db2f7-fb9e-491d-ba6c-2d374f1a8093.jpeg,77221207,https://www.airbnb.com/users/show/77221207,Hélene Marianne Isabelle,2016-06-12,"Rosny-sous-Bois, France",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User/original/17853876-91bc-4840-af5d-377991fef614.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/17853876-91bc-4840-af5d-377991fef614.jpeg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,"Binibèquer, Illes Balears, Spain",Sant Lluís,,39.82359922684925,4.235142125767801,Entire home,Entire home/apt,6,2.0,2 baths,3.0,4.0,"[""Washer"", ""Dedicated workspace"", ""Pool"", ""Bed linens"", ""Fire pit"", ""Hot water kettle"", ""Dishwasher"", ""Dryer"", ""Iron"", ""Drying rack for clothing"", ""Sun loungers"", ""Self check-in"", ""Outdoor furniture"", ""Outdoor dining area"", ""Body soap"", ""First aid kit"", ""Air conditioning"", ""Toaster"", ""Microwave"", ""Outdoor shower"", ""Safe"", ""Blender"", ""Barbecue utensils"", ""Dining table"", ""Fire extinguisher"", ""Cooking basics"", ""Beach access"", ""Wifi"", ""Kitchen"", ""Refrigerator"", ""TV"", ""Smoke alarm"", ""Hair dryer"", ""Beach view"", ""Books and reading material"", ""Bay view"", ""Stove"", ""Coffee"", ""Children\u2019s dinnerware"", ""Hot water"", ""Clothing storage: closet"", ""Baking sheet"", ""BBQ grill"", ""Freezer"", ""Beach essentials"", ""Hangers"", ""Oven"", ""Rice maker"", ""Free street parking"", ""Dishes and silverware"", ""Lockbox"", ""Wine glasses"", ""Bathtub"", ""Free parking on premises"", ""Board games"", ""Ceiling fan""]",$160.00,4,365,4.0,4.0,365.0,365.0,4.0,365.0,,t,1,1,1,117,2025-09-30,9,9,2,1,0,72,11520.0,2025-05-19,2025-09-28,4.89,4.78,4.67,5.0,4.89,5.0,4.67,ESFCTU00000701300052967200000000000000000000VTV316ME2,f,1,1,0,0,2.0
23252036,https://www.airbnb.com/rooms/23252036,20250930030739,2025-09-30,city scrape,El Bolteolo,"Nice townhouse located on Arenal de Son Saura Beach, Menorca. With a seafaring atmosphere, it can accommodate up to 6 people, has a communal pool and is only 300 meters from the beach. <br /><br />Ideal for families, crib available.",,https://a0.muscache.com/pictures/50c7fa2a-ff48-45b2-ba76-9021177d99d1.jpg,167172727,https://www.airbnb.com/users/show/167172727,Silvia,2018-01-11,,,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/53fe35ec-3bdb-4256-a1a3-7b183266fe8a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/53fe35ec-3bdb-4256-a1a3-7b183266fe8a.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Es Mercadal,,40.03188,4.16531,Entire home,Entire home/apt,5,1.5,1.5 baths,2.0,5.0,"[""Washer"", ""Bed linens"", ""Dishwasher"", ""Drying rack for clothing"", ""Coffee maker"", ""Pack \u2019n play/Travel crib"", ""Shared pool"", ""First aid kit"", ""Crib"", ""Toaster"", ""Microwave"", ""Outdoor shower"", ""Private patio or balcony"", ""Shared beach access"", ""Fire extinguisher"", ""High chair"", ""Cooking basics"", ""Kitchen"", ""Refrigerator"", ""TV"", ""Hair dryer"", ""Hot water"", ""Private entrance"", ""Hangers"", ""Oven"", ""Free street parking"", ""Dishes and silverware"", ""Essentials"", ""Bathtub"", ""Free parking on premises"", ""Long term stays allowed"", ""Ceiling fan"", ""Shared backyard \u2013 Not fully fenced""]",$170.00,7,1125,1.0,7.0,1125.0,1125.0,7.0,1125.0,,t,28,58,88,335,2025-09-30,15,2,0,91,5,28,4760.0,2022-07-31,2025-08-26,4.87,4.93,4.87,4.93,5.0,5.0,4.73,ESFCTU00000701300000108600000000000000000000ET3614ME9,f,1,1,0,0,0.39
39066674,https://www.airbnb.com/rooms/39066674,20250930030739,2025-09-30,city scrape,Villa Bini | Direct sea access and swimming pool,"Villa Bini has 130m2 divided into two floors. A paradise with pool and access to our beach in Binibeca, the beautiful fishing village known for its white houses and narrow streets.<br /><br />Start the day with the murmur of the waves and having breakfast overlooking the sea.<br /><br />Also, enjoy all the possibilities offered by the island: sea, nature, culture, gastronomy ...<br /><br />Enjoy an unforgettable holiday in a quiet and familiar environment!","Binibeca is located just 8 km south of Maó and has a wide range of cafés and restaurants, beaches and coves with crystal clear water. In addition to Binibèquer Vell, a wonderful fishing village, with white houses and narrow streets that will make you fall in love.",https://a0.muscache.com/pictures/745ac00f-356a-45b6-9b25-db289e4a9179.jpg,299294876,https://www.airbnb.com/users/show/299294876,Biniparadise,2019-10-01,,,within a day,100%,96%,f,https://a0.muscache.com/im/pictures/user/3e62606f-c950-4389-868e-f6108a1eb002.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3e62606f-c950-4389-868e-f6108a1eb002.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'work_email']",t,t,"Binibequer, Illes Balears, Spain",Sant Lluís,,39.82011,4.23207,Entire villa,Entire home/apt,6,0.0,0 baths,3.0,3.0,"[""Washer"", ""Portable fans"", ""Long term stays allowed"", ""Bed linens"", ""Host greets you"", ""Dishwasher"", ""Iron"", ""Drying rack for clothing"", ""Pack \u2019n play/Travel crib"", ""Outdoor furniture"", ""Outdoor dining area"", ""Beach access \u2013 Beachfront"", ""Patio or balcony"", ""Luggage dropoff allowed"", ""Crib"", ""Toaster"", ""Microwave"", ""Barbecue utensils"", ""Hammock"", ""Fire extinguisher"", ""High chair"", ""Cooking basics"", ""Wifi"", ""Kitchen"", ""Backyard"", ""Refrigerator"", ""TV"", ""Extra pillows and blankets"", ""Hair dryer"", ""Private pool"", ""Hot water"", ""Clothing storage: closet"", ""Room-darkening shades"", ""BBQ grill"", ""Freezer"", ""Private entrance"", ""Waterfront"", ""Hangers"", ""Heating"", ""Oven"", ""Coffee maker: Nespresso"", ""Free street parking"", ""Dishes and silverware"", ""Essentials"", ""Wine glasses"", ""Dining table"", ""Ceiling fan""]",$251.00,3,1125,1.0,3.0,1125.0,1125.0,1.2,1125.0,,t,19,49,79,241,2025-09-30,32,5,1,82,3,30,7530.0,2020-09-15,2025-09-13,4.88,4.91,4.94,4.84,4.88,4.97,4.81,ET 1929 ME,t,3,3,0,0,0.52
34057847,https://www.airbnb.com/rooms/34057847,20250930030739,2025-09-30,city scrape,"""SA TANKA""  Casa rural  con piscina","It is a pleasure to offer you this ancient and typical country house, in a rural and quiet environment.<br />Sa Tanca has been remodeled and is perfectly conditioned to enjoy both inside and outside with its pool, barbecue, terraces, shaded areas and excellent views, where you can enjoy spectacular sunsets.<br />It has 2,300m2 of private land.<br /><br />Registration marketing code ESFCTU0000070130003946380000000000000000ETV/15475",,https://a0.muscache.com/pictures/miso/Hosting-34057847/original/bab3ed75-b040-49bf-a60e-f80b0d365223.jpeg,182049358,https://www.airbnb.com/users/show/182049358,Siscu,2018-04-02,"Balearic Islands, Spain",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/718ae3a6-8aa9-4ce2-8c88-bb7398ca37c7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/718ae3a6-8aa9-4ce2-8c88-bb7398ca37c7.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Alaior,,39.93869,4.1309,Entire cottage,Entire home/apt,2,1.5,1.5 baths,1.0,1.0,"[""Dedicated workspace"", ""Cleaning products"", ""Portable fans"", ""Long term stays allowed"", ""Private backyard \u2013 Fully fenced"", ""Bed linens"", ""Host greets you"", ""Hot water kettle"", ""Iron"", ""Drying rack for clothing"", ""Coffee maker"", ""Pack \u2019n play/Travel crib"", ""Garden view"", ""Outdoor furniture"", ""Exterior security cameras on property"", ""Stainless steel gas stove"", ""First aid kit"", ""Crib"", ""Toaster"", ""Microwave"", ""Outdoor shower"", ""Smoking allowed"", ""Private patio or balcony"", ""Barbecue utensils"", ""Hammock"", ""HDTV"", ""Fire extinguisher"", ""High chair"", ""Cooking basics"", ""Wifi"", ""Kitchen"", ""Refrigerator"", ""Extra pillows and blankets"", ""Hair dryer"", ""Sound system with Bluetooth and aux"", ""Books and reading material"", ""Coffee"", ""Indoor fireplace: pellet stove"", ""Hot water"", ""Clothing storage: closet"", ""Mosquito net"", ""Room-darkening shades"", ""Free washer \u2013 In unit"", ""AC - split type ductless system"", ""Baking sheet"", ""BBQ grill"", ""Freezer"", ""Beach essentials"", ""Private entrance"", ""Hangers"", ""Heating"", ""Oven"", ""Free street parking"", ""Private outdoor pool - available all year, open 24 hours"", ""Dishes and silverware"", ""Essentials"", ""Wine glasses"", ""Free parking on premises"", ""Dining table"", ""Single level home"", ""Ceiling fan""]",$165.00,2,31,2.0,7.0,1125.0,1125.0,4.3,1125.0,,t,15,44,72,225,2025-09-30,121,15,3,75,24,90,14850.0,2019-05-11,2025-09-27,5.0,4.98,4.98,5.0,5.0,4.93,4.83,ET1547ME,f,2,2,0,0,1.55
1043492828742358781,https://www.airbnb.com/rooms/1043492828742358781,20250930030739,2025-09-30,city scrape,Minorque maison 4 chambres - licence touristique,"Attractive, fully renovated 4-bedroom house with air conditioning and swimming pool. The setting is ideal: 2 steps from the Cami de Cavalls for walking to Playa Talis, and easy access to the magnificent white sandy beach of Son Bou. Enjoy the breathtaking sunset over the neighbouring island of Mallorca.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTA0MzQ5MjgyODc0MjM1ODc4MQ%3D%3D/original/733b9312-9690-410b-a271-82054863777f.jpeg,22658582,https://www.airbnb.com/users/show/22658582,Emmanuelle,2014-10-17,"Libourne, France","Originaires du Sud Ouest de la France, nous adorons vous faire découvrir les endroits que nous chérissons ! Nous aimons aussi partager nos expériences et sommes toujours heureux de rencontrer des vacanciers de tous horizons!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-22658582/original/3f3f425a-fcaa-4015-af6b-e4d0ff46d556.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-22658582/original/3f3f425a-fcaa-4015-af6b-e4d0ff46d556.jpeg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'work_email']",t,t,,Alaior,,39.9090235,4.0673301,Entire villa,Entire home/apt,8,2.0,2 baths,4.0,5.0,"[""Sea view"", ""Washer"", ""Cleaning products"", ""Pool"", ""Bed linens"", ""Hot water kettle"", ""Dishwasher"", ""Iron"", ""Drying rack for clothing"", ""Coffee maker"", ""Self check-in"", ""Garden view"", ""Outdoor dining area"", ""Air conditioning"", ""Toaster"", ""Microwave"", ""Barbecue utensils"", ""Cooking basics"", ""Wifi"", ""Kitchen"", ""Refrigerator"", ""TV"", ""Beach view"", ""Books and reading material"", ""Clothing storage"", ""Hot water"", ""Baking sheet"", ""BBQ grill"", ""Freezer"", ""Hangers"", ""Heating"", ""Oven"", ""Dishes and silverware"", ""Lockbox"", ""Wine glasses"", ""Free parking on premises"", ""Dining table""]",$300.00,7,365,4.0,7.0,365.0,365.0,4.8,365.0,,t,13,43,73,348,2025-09-30,14,12,1,76,3,168,50400.0,2024-06-30,2025-09-03,4.86,4.93,4.79,5.0,5.0,4.86,4.79,ESFCTU00000701300026580800000000000000000000ET1331ME1,f,1,1,0,0,0.92
18082716,https://www.airbnb.com/rooms/18082716,20250930030739,2025-09-30,city scrape,Apartment by the Sea in Cap d'Artrutx,"Fantastic apartment, facing to the Mediterranean sea and to Cap d'Artrutx lighthouse. Relaxing area, only 7 min away from Ciutadella and 5 min walking from the Marina in ""Cala en Bosch"". Spectacular sunsets...<br /><br />ID: ESFCTU00000700700016506000000000000000000000ET2955ME0","Relaxing area, ideal for walking, beach, swiming pool, sunsets, etc.",https://a0.muscache.com/pictures/miso/Hosting-18082716/original/3c027fcf-dc95-4221-a01f-d895368e2ad7.jpeg,124521559,https://www.airbnb.com/users/show/124521559,Ana,2017-04-06,"Barcelona, Spain",,within a few hours,100%,100%,t,https://a0.muscache.com/im/pictures/user/cd4cfe44-bd48-4355-857b-380257548888.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cd4cfe44-bd48-4355-857b-380257548888.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Ciutadella de Menorca, Balearic Islands, Spain",Ciutadella de Menorca,,39.92402,3.82496,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,3.0,"[""Washer"", ""Pool"", ""Hot water kettle"", ""Dishwasher"", ""Iron"", ""Coffee maker"", ""First aid kit"", ""Air conditioning"", ""Toaster"", ""Microwave"", ""Smoking allowed"", ""Cooking basics"", ""Trash compactor"", ""Wifi"", ""Kitchen"", ""Backyard"", ""Crib - available upon request"", ""Refrigerator"", ""TV"", ""Hair dryer"", ""Stove"", ""Freezer"", ""Beach essentials"", ""Hangers"", ""Oven"", ""Dishes and silverware"", ""Essentials"", ""Wine glasses"", ""Free parking on premises"", ""Dining table""]",$90.00,1,1125,1.0,4.0,1125.0,1125.0,1.1,1125.0,,t,14,25,25,118,2025-09-30,56,9,2,25,10,54,4860.0,2017-04-17,2025-09-12,4.59,4.73,4.63,4.89,4.86,4.8,4.5,ESFCTU00000700700016506000000000000000000000ET2955ME0,t,1,1,0,0,0.54
1126783591292459469,https://www.airbnb.com/rooms/1126783591292459469,20250930030739,2025-09-30,city scrape,Chalet Es Llossar,"Located in Cala en Blanes, the holiday home Chalet Es Llossar has everything you need for a relaxing holiday. The 2-storey property consists of a living room, a fully-equipped kitchen, 4 bedrooms and 2 bathrooms and can therefore accommodate 7 people. Additional amenities include high-speed Wi-Fi (suitable for video calls) with a dedicated workspace for home office, a TV as well as a washing machine. A baby cot is also available.",,https://a0.muscache.com/pictures/prohost-api/Hosting-1126783591292459469/original/1676eb6b-db7f-4db4-bb26-0445908ae64a.jpeg,559576299,https://www.airbnb.com/users/show/559576299,Michael,2024-01-31,"Madrid, Spain","At Holidu, we're on a mission to make the hosting and booking of vacation rentals free of doubt and full of joy. Find the best accommodation in the most beautiful regions in Spain – from traditional white-washed villas on the Costa del Sol to beautiful fincas in Mallorca. Our team of experts work on the ground in local offices with hosts to ensure they offer high-quality vacation rentals so that guests book with peace of mind and confidence.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/e640c761-33a3-4469-a3e4-31f0f43e9371.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e640c761-33a3-4469-a3e4-31f0f43e9371.jpg?aki_policy=profile_x_medium,,359,675,"['email', 'phone']",t,t,,Ciutadella de Menorca,,40.00205,3.81049,Entire home,Entire home/apt,7,2.0,2 baths,4.0,5.0,"[""Hot tub"", ""Washer"", ""Dedicated workspace"", ""Pool"", ""Bed linens"", ""Hot water kettle"", ""Dishwasher"", ""Coffee maker"", ""First aid kit"", ""Patio or balcony"", ""Crib"", ""Microwave"", ""Shampoo"", ""Blender"", ""Fire extinguisher"", ""Cooking basics"", ""Wifi"", ""Kitchen"", ""Backyard"", ""Refrigerator"", ""TV"", ""Hair dryer"", ""Stove"", ""BBQ grill"", ""Freezer"", ""Private entrance"", ""Oven"", ""Free street parking"", ""Dishes and silverware"", ""Essentials"", ""Bathtub"", ""Free parking on premises""]","$9,000.00",1,365,1.0,1.0,1.0,365.0,1.0,299.6,,t,29,59,89,364,2025-09-30,0,0,0,92,0,0,0.0,,,,,,,,,,ET1578ME,t,14,14,0,0,
957810230341585445,https://www.airbnb.com/rooms/957810230341585445,20250930030739,2025-09-30,city scrape,Villa Molly 16 by Villa Plus,"Villa Molly 16 is a lovely 4 bedroom villa with an unbeatable location in the popular resort of Punta Prima. You’ll be less than 300 metres from the beautiful sandy beach plus a good choice of restaurants and bars overlooking the seafront. Back at the villa you’ll find an inviting private pool set in attractive gardens, plus bright and airy interiors throughout. Pool heating, WiFi and air conditioning/heating in all the bedrooms and lounge are included.",,https://a0.muscache.com/pictures/prohost-api/Hosting-957810230341585445/original/6c81c181-6d24-4373-8977-127a4a43ebb8.jpeg,515028500,https://www.airbnb.com/users/show/515028500,Rajesh Anantray,2023-05-16,,"Established in 1986, Villa Plus is the UK’s leading villa accommodation specialist. The expert UK Travel Team and the bi-lingual overseas in-resort team pride themselves on putting the customer at the heart of everything they do, so you can be sure your villa booking is in safe hands. 

The dedicated teams go the extra mile by hand-picking every villa ensuring you will find the quality villa, in the best location for your holiday.",within an hour,99%,100%,f,https://a0.muscache.com/im/pictures/user/User-515028500/original/2b6792bb-af16-4d28-a7ff-66d83e0cb6c0.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-515028500/original/2b6792bb-af16-4d28-a7ff-66d83e0cb6c0.jpeg?aki_policy=profile_x_medium,Mijas Costa,1562,1607,"['email', 'phone']",t,t,,Sant Lluís,,39.81596,4.27943,Entire villa,Entire home/apt,7,3.0,3 baths,4.0,5.0,"[""Washer"", ""Bed linens"", ""Dishwasher"", ""Self check-in"", ""Air conditioning"", ""Microwave"", ""Safe"", ""Beach access"", ""Wifi"", ""Kitchen"", ""Backyard"", ""TV with standard cable"", ""Smoke alarm"", ""Hair dryer"", ""Private pool"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Heating"", ""Baby safety gates"", ""Lockbox""]",$972.00,1,1125,1.0,8.0,3.0,1125.0,2.1,737.8,,t,0,0,0,131,2025-09-30,1,1,0,0,0,6,5832.0,2025-05-13,2025-05-13,4.0,4.0,5.0,5.0,5.0,5.0,5.0,ET 1583 ME,t,218,218,0,0,0.21
23368879,https://www.airbnb.com/rooms/23368879,20250930030739,2025-09-30,city scrape,Villa Juana (Alcaufar),"Beautiful independent house, located in the beautiful cove of Alcaufar, at the south-eastern end of Menorca, just 4 km from Sant Lluís and a 5-minute walk from the beach. <br />Very quiet area, few neighbors and right next door you have the Camino de Cavalls, route GR223 that surrounds the entire island of Menorca along the coast.<br /> Ideal if you like nature, you can enjoy hiking , biking, scuba diving, snorkeling, tennis, swimming... all just a few meters from the house.","You can find all kinds of services in the nearest village Sant Lluís,  pharmacy, bars, restaurants, supermarkets, butchers...etc",https://a0.muscache.com/pictures/43ebbbb4-95a0-4cdd-b2e7-7c8f12dd2916.jpg,85859914,https://www.airbnb.com/users/show/85859914,Laura,2016-07-25,"Balearic Islands, Spain",,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/0697261b-7537-4472-aa55-bb6c53dfdca2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0697261b-7537-4472-aa55-bb6c53dfdca2.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Cala Alcaufar- Sant Lluis, Islas Baleares, Spain",Sant Lluís,,39.83201,4.29164,Entire home,Entire home/apt,4,2.0,2 baths,2.0,3.0,"[""Washer"", ""Private backyard \u2013 Fully fenced"", ""Bed linens"", ""Host greets you"", ""Iron"", ""Coffee maker"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Luggage dropoff allowed"", ""Crib"", ""Air conditioning"", ""Microwave"", ""Shampoo"", ""Fire extinguisher"", ""High chair"", ""Cooking basics"", ""Beach access"", ""Wifi"", ""Kitchen"", ""Refrigerator"", ""TV"", ""Extra pillows and blankets"", ""Hair dryer"", ""Shower gel"", ""Hot water"", ""BBQ grill"", ""Private entrance"", ""Hangers"", ""Heating"", ""Oven"", ""Dishes and silverware"", ""Baby safety gates"", ""Essentials"", ""Free parking on premises""]",$114.00,7,99,7.0,7.0,1125.0,1125.0,7.0,1125.0,,t,12,12,12,12,2025-09-30,35,3,1,12,6,42,4788.0,2018-07-21,2025-09-14,4.94,4.91,4.94,4.8,4.8,4.89,4.66,ESFCTU00000701300037888100000000000000000000ET1563ME2,f,1,1,0,0,0.4
